url,company,location,title
https://www.indeed.com/rc/clk?jk=120e5d380dcc452c&fccid=fe2d21eef233e94a,"
    Amazon Corporate LLC","Seattle, WA","3D environment Artist, AGS"
https://www.indeed.com/rc/clk?jk=a5e9cdce6df83fd8&fccid=fe2d21eef233e94a,"
    Amazon Corporate LLC","Seattle, WA","3D Artist, AGS"
https://www.indeed.com/rc/clk?jk=43bae65b52fd8977&fccid=b49e9678be09b3cb,"
    Amazon Digital Services LLC","Seattle, WA","Sr Manager, Software Development – Twitch Prime"
https://www.indeed.com/rc/clk?jk=ba73661cb0cf219c&fccid=645d83ee4cbe1d25,"
    Blizzard Entertainment","Irvine, CA",Systems Engineer
https://www.indeed.com/rc/clk?jk=2cddb3b2fcad97fc&fccid=3e5db2de424b29e6,"
    FloSports","Austin, TX 78702 ",Content Marketing Coordinator- FloRacing
https://www.indeed.com/rc/clk?jk=d7e2cf672b733baf&fccid=5c5ddfa56d3c6d8a,,Colorado, Data Analyst
https://www.indeed.com/rc/clk?jk=0a46601be868e0c7&fccid=2a7cec9758d755c2,,"Atlanta, GA 30308 ",Community Marketing Manager
https://www.indeed.com/company/Our-Spark-International/jobs/Content-Producer-Esport-2e0a078913f20f59?fccid=a1d6acdc4a62d95a,,"Burbank, CA",Content Producer-
https://www.indeed.com/company/90min/jobs/Air-Esport-Talent-f8ecfcd6a7bb6048?fccid=d0107b95c2b340a2,,"New York, NY",On-Air 
https://www.indeed.com/company/Winners.net/jobs/Content-Editor-34543ef8efcf54d7?fccid=4f4b3de51c5b807d,,"Minneapolis, MN",Content Editor
https://www.indeed.com/company/Oracle/jobs/New-Media-Sales-9de38fcf9243d6c4?fccid=cd22d01053af7669,"
    Oracle","Redwood City, CA",New Media Sales
https://www.indeed.com/company/90min/jobs/Entertainment-Comic-Book-Pop-Culture-Part-Time-Writer-a0d3690c3aae0f12?fccid=d0107b95c2b340a2,,"New York, NY",Entertainment/Comic Books/Pop Culture Part-Time Writer
https://www.indeed.com/rc/clk?jk=e1bcd0d36c494e4c&fccid=eb1839f661b8f2b5,,"New York, NY", Video Editor
https://www.indeed.com/company/Winners.net/jobs/Data-Analyst-a41743a2f29e2658?fccid=4f4b3de51c5b807d,,"Minneapolis, MN",Data Analyst
https://www.indeed.com/company/WHAM-Network/jobs/Social-Media-Manager-5624879487def5e3?fccid=9fac1496d16b6109,,"Burbank, CA",Social Media Manager
https://www.indeed.com/company/Oomba/jobs/Esport-Creative-Lead-cc3fff6d14c3bedb?fccid=de25b94610020ebd,,"Irvine, CA 92618", Creative Lead
https://www.indeed.com/company/iBUYPOWER/jobs/E-Tail-Account-Assistant-f31367394f830aa2?fccid=29baa43caa76a190,,"Industry, CA 91746",E-Tail Account Assistant
https://www.indeed.com/company/90min/jobs/Esport-Video-Editor-1da3c825d78115f2?fccid=d0107b95c2b340a2,,"New York, NY", Video Editor
"https://www.indeed.com/company/ConcurApp,-LLC/jobs/Website-Developer-8ecc763e4c42a762?fccid=8e385c8c23dbe331",,"Atlanta, GA",Website Developer
https://www.indeed.com/company/90min/jobs/Entertainment-Comic-Book-Pop-Culture-Journalism-Internship-9586ed12818f3666?fccid=d0107b95c2b340a2,,"New York, NY",Entertainment/Comic Books/Pop Culture Journalism Internship
https://www.indeed.com/company/90min/jobs/US-Sport-Content-Editor-872e61c0eaef7568?fccid=d0107b95c2b340a2,,"New York, NY",U.S. Sports Content Editor
https://www.indeed.com/rc/clk?jk=ae4af28d5f22761b&fccid=dc156e4b91443100,"
    Sony Interactive Entertainment PlayStation","San Mateo, CA", Partnership Specialist
https://www.indeed.com/rc/clk?jk=bb6ce8c62a83a059&fccid=ecf539b4f66ba031,,"San Francisco, CA",Public Relations Associate
https://www.indeed.com/rc/clk?jk=670f85a3b3b5b4a4&fccid=0613c87c16dfe045,,"San Francisco, CA",Business Development Associate
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Broadcast+Engineer&jk=1f38e199523fab3b&fccid=af219fb2995d74e5,,"Burbank, CA",Broadcast Engineer
https://www.indeed.com/rc/clk?jk=c0abb770528e7237&fccid=5c5ddfa56d3c6d8a,,"Denver, CO", Stage Manager
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Broadcast+Technician&jk=3a6efe9b97e50998&fccid=af219fb2995d74e5,,"Burbank, CA",Broadcast Technician
https://www.indeed.com/rc/clk?jk=445376645ab975db&fccid=ecf539b4f66ba031,,"Portland, OR",Customer Service Representative
https://www.indeed.com/company/Checkmate-Gaming/jobs/Crm-Marketing-Data-Manager-cd1d9e9c5e63391b?fccid=07949f917368dbff,,"Scarborough, ME",CRM Marketing and Data Manager
https://www.indeed.com/company/Multiverse-Corps.-Comics/jobs/Customer-Service-Representative-abfe6118d64f21b5?fccid=3927a310c45bf092,,"Miami, FL",Customer Service Representative
https://www.indeed.com/company/Mighty-Media-Studios/jobs/Channel-Coordinator-Associate-Producer-8b6ca53a96215312?fccid=4534af767409c7d1,,"Bellevue, WA",Channel Coordinator/Associate Producer
https://www.indeed.com/rc/clk?jk=755b729b41ecb97b&fccid=ecf539b4f66ba031,,"San Francisco, CA",Business Intelligence Analyst
https://www.indeed.com/company/Oomba/jobs/Esport-Event-Lead-412a1c78a4586da3?fccid=de25b94610020ebd,,"Irvine, CA 92618", Event Lead
https://www.indeed.com/rc/clk?jk=219459ba3d8fecdd&fccid=ecf539b4f66ba031,,"San Francisco, CA",Gamer Portal Product Manager
https://www.indeed.com/rc/clk?jk=d2136ce0ed2dd52e&fccid=ecf539b4f66ba031,,"San Francisco, CA",Marketing Manager
https://www.indeed.com/company/iBUYPOWER/jobs/Marketing-Manager-d1c178177a42cc0b?fccid=29baa43caa76a190,,"Industry, CA 91746",Marketing Manager
https://www.indeed.com/rc/clk?cmp=Emazing-Lights-%2F-iHeart-Raves-%2F-INTO-THE-AM&ti=Into+Am&jk=fe6cccb782ad5665&fccid=4c188e5c96059986,"
    Emazing Lights / iHeart Raves / INTO THE AM","Anaheim, CA",INTO THE AM - Social Media Marketing Internship - Entry Leve...
https://www.indeed.com/rc/clk?jk=5534dafa3c22f870&fccid=01a5b39f260f43cd,"
    Cineplex Entertainment LP","Fort Worth, TX",Receptionist - Office Support
https://www.indeed.com/rc/clk?jk=8feccfb1694636e3&fccid=01a5b39f260f43cd,"
    Cineplex Entertainment LP",California,Route/Service Technician - Player One Amusement Group
https://www.indeed.com/rc/clk?jk=d51343b883d37781&fccid=ecf539b4f66ba031,,"San Francisco, CA",Head of Content
https://www.indeed.com/company/Oomba/jobs/Esport-Marketing-Lead-b30b6b115852fecc?fccid=de25b94610020ebd,,"Irvine, CA 92618", Marketing Lead
https://www.indeed.com/rc/clk?jk=60c23e6cb42d9a3e&fccid=ecf539b4f66ba031,,"San Francisco, CA",Recruiter
https://www.indeed.com/rc/clk?jk=f6dd6726106c5656&fccid=ecf539b4f66ba031,,"San Francisco, CA",Recruiting Coordinator
https://www.indeed.com/company/SCUF-GAMING/jobs/Social-Media-Manager-6b47399ee5b3b61e?fccid=1706dcc139f3e6d7,"
    SCUF Gaming International, LLC","Suwanee, GA",Social Media Manager
https://www.indeed.com/company/Viper-Analytics/jobs/Senior-Dot-Net-Developer-fe3c7f5971ce4bea?fccid=8607459f6029433a,,"Washington, DC",Senior Dot Net Developer (ASP.NET Core)
https://www.indeed.com/rc/clk?jk=35def76b85ee7477&fccid=ecf539b4f66ba031,,"San Francisco, CA",Associate Product Manager
https://www.indeed.com/rc/clk?jk=3ffe4d8dcaa5e61e&fccid=ecf539b4f66ba031,,"San Francisco, CA",Strategic Finance Associate
https://www.indeed.com/company/GameWorksChesapeake/jobs/Esport-Attendant-Host-Server-68055359ba80bc35?fccid=73ecc5ec71b55cc8,,"Seattle, WA 98101 ", Attendant/Host/Server
https://www.indeed.com/rc/clk?jk=cb24be8815286bc4&fccid=ecf539b4f66ba031,,"San Francisco, CA",Enterprise Account Executive
https://www.indeed.com/rc/clk?jk=77cbc80d11ca8c75&fccid=01a5b39f260f43cd,"
    Cineplex Entertainment LP","Simi Valley, CA",Driver/Warehouse Associate - Player One Amusement Group
https://www.indeed.com/company/90min/jobs/Senior-Esport-Content-Editor-1729e6af9f2211ef?fccid=d0107b95c2b340a2,,"New York, NY",Senior 
https://www.indeed.com/rc/clk?jk=ee11ba3e4cc6a7cb&fccid=162e0ef6adaa316d,,"Oakland, CA",Game Systems Engineer
https://www.indeed.com/rc/clk?jk=9dc8676810e1048b&fccid=0613c87c16dfe045,,"San Francisco, CA",Data Science Engineer
https://www.indeed.com/rc/clk?jk=2fbf217adcb3cbeb&fccid=2a98ca99d0a515ba,,United States,Marketing Manager
https://www.indeed.com/rc/clk?jk=1fb27ec4d8aa59c7&fccid=cafe7598738d0b32,"
    RedPeg Marketing","Alexandria, VA 22314 ",Director of Gaming & 
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Project+Accountant&jk=f9835f9c8df06b3f&fccid=af219fb2995d74e5,,"Burbank, CA",Project Accountant
https://www.indeed.com/rc/clk?jk=0d99ea99abb84d1e&fccid=fb555cd5131bb482,,"Seattle, WA","Software Development Engineer, Distributed Media Pipeline"
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Associate&jk=d29f2df949eaf96e&fccid=af219fb2995d74e5,,"Burbank, CA","Associate, Pub/Dev Relations"
https://www.indeed.com/rc/clk?jk=82f3f8d5b114521f&fccid=ecf539b4f66ba031,,"San Francisco, CA",Public Relations Intern
https://www.indeed.com/company/Pastimes-Incorporated/jobs/Associate-Project-Manager-4a671e336e2f0621?fccid=eaa2212d39868083,,"Elmhurst, IL",Associate Project Manager
https://www.indeed.com/rc/clk?jk=902d80366ef0443f&fccid=ecf539b4f66ba031,,"San Francisco, CA",Project Manager
https://www.indeed.com/rc/clk?jk=76d9fd47b5228a6b&fccid=162e0ef6adaa316d,,"Oakland, CA",Senior Gameplay Engineer
https://www.indeed.com/rc/clk?jk=f2534a2af7a5e49d&fccid=ecf539b4f66ba031,,"San Francisco, CA",Product Marketing Manager
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=VP+Finance&jk=fd1b16a1acdada52&fccid=af219fb2995d74e5,,"Burbank, CA",VP of Finance
https://www.indeed.com/rc/clk?jk=af31312ced5851ff&fccid=ecf539b4f66ba031,,"San Francisco, CA","Manager, Growth & Retention"
https://www.indeed.com/company/LVLUP-Dojo/jobs/Esport-Video-Editor-Intern-b1610274200511f7?fccid=140754ddd193c896,,"Los Angeles, CA", Video Editor Intern
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Project+Controller&jk=06712bf82495ac07&fccid=af219fb2995d74e5,,"Burbank, CA",Project Controller
https://www.indeed.com/rc/clk?jk=ec9395a27280165d&fccid=dfac2efb4a8288e2,,"Santa Ana, CA 92701",Director of Finance
https://www.indeed.com/company/Esports-Arena/jobs/Bartender-Server-466c16bfce174127?fccid=2f692f96a83933c1,,"Santa Ana, CA 92701",Bartender and Server
https://www.indeed.com/rc/clk?jk=95cb2e0e8e9f3a72&fccid=ecf539b4f66ba031,,"San Francisco, CA",Product Analyst
https://www.indeed.com/company/Decton-Inc./jobs/Vice-President-Finance-3da56085f9dc36dc?fccid=acb96b5abe093a9a,"
    Decton Inc.","Burbank, CA",Vice President of Finance
https://www.indeed.com/rc/clk?jk=99d5219505bcd6f2&fccid=fb555cd5131bb482,,"Seattle, WA","Principal SDE, Scalable Storage Systems"
https://www.indeed.com/rc/clk?jk=cdc2871db511ebb4&fccid=3832275c70f3dc7f,,"San Mateo, CA",Senior Software Engineer
https://www.indeed.com/company/Double-A-Events/jobs/Senior-Event-Producer-e1359753feef8d99?fccid=ef44f9dbd23cf7fc,"
    Double A Events","Austin, TX","Senior Event Producer - Gaming, Entertainment, Technology"
https://www.indeed.com/rc/clk?jk=b063ce559241803d&fccid=ecf539b4f66ba031,,"San Francisco, CA",Sales Development Representative
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Senior+Sales&jk=61c6d42ee680b12b&fccid=af219fb2995d74e5,,"Burbank, CA","Senior Sales, Media Rights & Distribution"
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Senior+Product+Manager&jk=a80e2041df5a1b6f&fccid=af219fb2995d74e5,,"Burbank, CA",Senior Product Manager
https://www.indeed.com/rc/clk?jk=8396ed1ad9548215&fccid=ecf539b4f66ba031,,"San Francisco, CA",Developer Portal Product Manager
https://www.indeed.com/rc/clk?cmp=ESL%2FTurtle-Entertainment-America&ti=Senior+Sales+Manager&jk=5f7a05f816d6aea3&fccid=af219fb2995d74e5,,"Burbank, CA","Senior Sales Manager, Media Rights & Distribution"
https://www.indeed.com/company/Genius-Sports/jobs/Lead-Java-Developer-fea77e34e8fbf8e2?fccid=97a43a6c027a3ace,,"Los Angeles, CA",Lead Java Developer - Digital Marketing
https://www.indeed.com/rc/clk?jk=5f2075f393ce754e&fccid=0613c87c16dfe045,,"San Francisco, CA",Android Frameworks Engineer
https://www.indeed.com/rc/clk?jk=b0711f2795fe1865&fccid=0613c87c16dfe045,,"San Francisco, CA",Android User-Interface Engineer
https://www.indeed.com/rc/clk?jk=b1e10cb043801dd9&fccid=ecf539b4f66ba031,,"San Francisco, CA",Data Ops Engineer
https://www.indeed.com/rc/clk?jk=00c18f10f490dd30&fccid=0371f20bc9394c40,,"Irvine, CA 92614",Senior JavaScript Software Engineer
https://www.indeed.com/rc/clk?jk=0609c2c6cdea3477&fccid=ecf539b4f66ba031,,"San Francisco, CA",Ruby on Rails Engineer
https://www.indeed.com/rc/clk?jk=289d7b20fafc5297&fccid=0613c87c16dfe045,,"San Francisco, CA",Backend Engineer (Node.js)
https://www.indeed.com/rc/clk?jk=27e1f752ebf61476&fccid=3832275c70f3dc7f,,"San Mateo, CA",Software Engineer
https://www.indeed.com/rc/clk?jk=4487bd855d003410&fccid=ecf539b4f66ba031,,"San Francisco, CA",MySQL Database Engineer
https://www.indeed.com/rc/clk?jk=a4569d890fd66537&fccid=ecf539b4f66ba031,,"San Francisco, CA",DevOps Engineer
https://www.indeed.com/rc/clk?jk=23c4bf5046d01029&fccid=ecf539b4f66ba031,,"San Francisco, CA",Chat Server Engineer
https://www.indeed.com/rc/clk?jk=9939c6d041e790a9&fccid=0613c87c16dfe045,,"San Francisco, CA",Senior Android Engineer
https://www.indeed.com/rc/clk?jk=b11650bf906e0a86&fccid=9cd6915d7bd50ae4,"
    Principle Solutions Group","Atlanta, GA",C# Developer
https://www.indeed.com/rc/clk?jk=7657b0b3ed8c1de5&fccid=ecf539b4f66ba031,,"San Francisco, CA",Developer Integration Specialist
https://www.indeed.com/rc/clk?jk=d4c071df75321880&fccid=ecf539b4f66ba031,,"San Francisco, CA",Server Java Engineer
https://www.indeed.com/rc/clk?jk=fac263a61a5cafe3&fccid=ecf539b4f66ba031,,"San Francisco, CA",Senior Server Java Engineer
